cohort_month,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0
2009-12-01,100.0,37.17277486910995,35.39267015706806,45.13089005235602,40.6282722513089,37.80104712041884,40.52356020942408,36.753926701570684,35.287958115183244,39.05759162303665,44.712041884816756,52.25130890052356,38.638743455497384,29.52879581151833,25.863874345549736,31.727748691099478,27.43455497382199,32.460732984293195,30.157068062827225,27.643979057591622,27.329842931937172,33.82198952879581,32.25130890052356,43.35078534031413,20.418848167539267
2010-01-01,100.0,21.36986301369863,31.780821917808222,31.780821917808222,27.397260273972602,30.41095890410959,26.027397260273972,23.28767123287671,28.21917808219178,33.6986301369863,32.054794520547944,16.71232876712329,21.643835616438356,16.986301369863014,18.904109589041095,15.068493150684931,23.28767123287671,18.63013698630137,18.356164383561644,19.17808219178082,24.65753424657534,19.45205479452055,23.28767123287671,5.205479452054795,
2010-02-01,100.0,23.876404494382022,22.47191011235955,29.213483146067414,25.0,20.224719101123593,20.224719101123593,27.808988764044944,25.842696629213485,28.370786516853936,11.51685393258427,12.640449438202248,15.168539325842698,17.97752808988764,12.359550561797752,20.50561797752809,16.573033707865168,16.573033707865168,14.325842696629213,23.03370786516854,23.876404494382022,16.853932584269664,6.179775280898876,,
2010-03-01,100.0,18.11764705882353,23.058823529411764,23.764705882352942,21.88235294117647,20.0,24.0,29.64705882352941,27.294117647058826,11.058823529411764,11.76470588235294,14.117647058823529,19.294117647058822,16.470588235294116,19.058823529411764,16.705882352941178,16.941176470588236,14.823529411764705,16.941176470588236,20.0,20.941176470588236,7.529411764705881,,,
2010-04-01,100.0,18.505338078291814,18.505338078291814,16.014234875444842,17.793594306049823,22.419928825622776,27.402135231316727,25.622775800711743,10.676156583629894,10.676156583629894,7.473309608540925,14.590747330960854,13.87900355871886,16.014234875444842,15.302491103202847,15.302491103202847,14.23487544483986,14.590747330960854,17.437722419928825,21.352313167259787,5.6939501779359425,,,,
2010-05-01,100.0,15.53784860557769,16.733067729083665,17.928286852589643,18.326693227091635,25.89641434262948,20.717131474103585,12.749003984063744,5.9760956175298805,8.366533864541832,11.553784860557768,13.545816733067728,14.741035856573706,15.53784860557769,9.9601593625498,12.350597609561753,13.94422310756972,16.334661354581673,15.53784860557769,4.780876494023905,,,,,
2010-06-01,100.0,17.938931297709924,19.083969465648856,20.229007633587788,22.900763358778626,28.62595419847328,12.595419847328243,9.16030534351145,8.396946564885496,11.83206106870229,10.687022900763358,13.740458015267176,14.885496183206106,12.213740458015266,11.068702290076336,12.213740458015266,13.358778625954198,20.610687022900763,5.343511450381679,,,,,,
2010-07-01,100.0,15.846994535519126,18.579234972677597,28.415300546448087,28.415300546448087,14.207650273224044,10.92896174863388,14.754098360655737,14.207650273224044,11.475409836065573,13.661202185792352,14.754098360655737,13.114754098360656,13.661202185792352,19.12568306010929,17.48633879781421,23.497267759562842,8.19672131147541,,,,,,,
2010-08-01,100.0,20.88607594936709,30.37974683544304,32.278481012658226,17.72151898734177,12.025316455696203,10.126582278481013,12.658227848101266,13.924050632911392,13.291139240506327,13.291139240506327,12.658227848101266,15.822784810126583,18.9873417721519,17.72151898734177,20.253164556962027,6.962025316455696,,,,,,,,
2010-09-01,100.0,23.430962343096233,23.84937238493724,12.552301255230125,9.205020920502092,10.0418410041841,13.807531380753138,10.0418410041841,12.552301255230125,13.389121338912133,11.715481171548117,10.0418410041841,21.75732217573222,16.736401673640167,16.317991631799163,5.439330543933055,,,,,,,,,
